,经度,纬度,连接顺序,块,名称
2338,121.488827,31.754099,62.0,11.0,上海市
2339,121.489742,31.753391,63.0,11.0,上海市
2340,121.49856,31.75326,64.0,11.0,上海市
2341,121.513043,31.743696,65.0,11.0,上海市
2342,121.513916,31.743474,66.0,11.0,上海市
2343,121.514984,31.742871,67.0,11.0,上海市
2344,121.521489,31.741344,68.0,11.0,上海市
2345,121.524653,31.740735,69.0,11.0,上海市
2346,121.526687,31.740216,70.0,11.0,上海市
2347,121.528356,31.73835,71.0,11.0,上海市
2348,121.529374,31.738087,72.0,11.0,上海市
2349,121.539423,31.735498,73.0,11.0,上海市
2350,121.540124,31.733313,74.0,11.0,上海市
2351,121.545686,31.72955,75.0,11.0,上海市
2352,121.549505,31.726968,76.0,11.0,上海市
2353,121.551384,31.727384,77.0,11.0,上海市
2354,121.565022,31.716706,78.0,11.0,上海市
2355,121.57854,31.710528,79.0,11.0,上海市
2356,121.592263,31.706482,80.0,11.0,上海市
2357,121.593248,31.705377,81.0,11.0,上海市
2358,121.599665,31.703118,82.0,11.0,上海市
2359,121.600909,31.706996,83.0,11.0,上海市
2360,121.602752,31.706938,84.0,11.0,上海市
2361,121.611757,31.704288,85.0,11.0,上海市
2362,121.615647,31.702484,86.0,11.0,上海市
2363,121.627334,31.69777,87.0,11.0,上海市
2364,121.627718,31.697766,88.0,11.0,上海市
2365,121.628307,31.697886,89.0,11.0,上海市
2366,121.629202,31.697747,90.0,11.0,上海市
2367,121.633275,31.696162,91.0,11.0,上海市
2368,121.642654,31.697459,92.0,11.0,上海市
2369,121.648492,31.695559,93.0,11.0,上海市
2370,121.648724,31.705501,94.0,11.0,上海市
2371,121.654379,31.703712,95.0,11.0,上海市
2372,121.673583,31.699379,96.0,11.0,上海市
2373,121.817811,31.652027,97.0,11.0,上海市
2374,121.887611,31.63638,98.0,11.0,上海市
2375,121.975185,31.617039,99.0,11.0,上海市
2376,121.988245,31.529596,100.0,11.0,上海市
2377,121.993863,31.51189,101.0,11.0,上海市
2378,121.995716,31.4931,102.0,11.0,上海市
2379,121.991697,31.476758,103.0,11.0,上海市
2380,121.981808,31.464095,104.0,11.0,上海市
2381,121.967288,31.456661,105.0,11.0,上海市
2382,121.934299,31.442359,106.0,11.0,上海市
2383,121.918046,31.434692,107.0,11.0,上海市
2384,121.90114,31.430124,108.0,11.0,上海市
2385,121.89055,31.428787,109.0,11.0,上海市
2386,121.882098,31.42866,110.0,11.0,上海市
2387,121.87299,31.42934,111.0,11.0,上海市
2388,121.857813,31.430044,112.0,11.0,上海市
2389,121.845378,31.431891,113.0,11.0,上海市
2390,121.834217,31.433976,114.0,11.0,上海市
2391,121.819178,31.438211,115.0,11.0,上海市
2392,121.763436,31.458228,116.0,11.0,上海市
2393,121.729886,31.471978,117.0,11.0,上海市
2394,121.682858,31.491067,118.0,11.0,上海市
2395,121.670612,31.494217,119.0,11.0,上海市
2396,121.638648,31.499722,120.0,11.0,上海市
2397,121.625777,31.501769,121.0,11.0,上海市
2398,121.617682,31.503668,122.0,11.0,上海市
2399,121.60879,31.506904,123.0,11.0,上海市
2400,121.547679,31.531128,124.0,11.0,上海市
2401,121.471172,31.57443,125.0,11.0,上海市
2402,121.43422,31.590338,126.0,11.0,上海市
2403,121.414794,31.591078,127.0,11.0,上海市
2404,121.403519,31.590007,128.0,11.0,上海市
2405,121.395461,31.585441,129.0,11.0,上海市
2406,121.372212,31.553206,130.0,11.0,上海市
0,121.778859,31.310198,1.0,1.0,上海城区
1,121.775374,31.31067,2.0,1.0,上海城区
2,121.770952,31.31168,3.0,1.0,上海城区
3,121.767396,31.313293,4.0,1.0,上海城区
4,121.764248,31.315309,5.0,1.0,上海城区
5,121.760762,31.320344,6.0,1.0,上海城区
6,121.75586,31.329072,7.0,1.0,上海城区
7,121.751166,31.337799,8.0,1.0,上海城区
8,121.747408,31.341189,9.0,1.0,上海城区
9,121.744656,31.343672,10.0,1.0,上海城区
10,121.740767,31.346488,11.0,1.0,上海城区
11,121.733116,31.351519,12.0,1.0,上海城区
12,121.727939,31.354803,13.0,1.0,上海城区
13,121.686683,31.376591,14.0,1.0,上海城区
14,121.641039,31.401111,15.0,1.0,上海城区
15,121.601422,31.421856,16.0,1.0,上海城区
16,121.590378,31.427544,17.0,1.0,上海城区
17,121.572251,31.436067,18.0,1.0,上海城区
18,121.558469,31.448792,19.0,1.0,上海城区
19,121.549768,31.457064,20.0,1.0,上海城区
20,121.543277,31.462399,21.0,1.0,上海城区
21,121.537418,31.466701,22.0,1.0,上海城区
22,121.52951,31.471167,23.0,1.0,上海城区
23,121.516855,31.477316,24.0,1.0,上海城区
24,121.512903,31.480344,25.0,1.0,上海城区
25,121.510135,31.482575,26.0,1.0,上海城区
26,121.509106,31.485357,27.0,1.0,上海城区
27,121.508873,31.487658,28.0,1.0,上海城区
28,121.509349,31.489801,29.0,1.0,上海城区
29,121.511088,31.49178,30.0,1.0,上海城区
30,121.513458,31.493359,31.0,1.0,上海城区
31,121.516934,31.494302,32.0,1.0,上海城区
32,121.52113,31.493973,33.0,1.0,上海城区
33,121.549922,31.48975,34.0,1.0,上海城区
34,121.562352,31.486372,35.0,1.0,上海城区
35,121.565523,31.484939,36.0,1.0,上海城区
36,121.567342,31.483506,37.0,1.0,上海城区
37,121.569646,31.477946,38.0,1.0,上海城区
38,121.572808,31.469448,39.0,1.0,上海城区
39,121.575823,31.463808,40.0,1.0,上海城区
40,121.580417,31.458801,41.0,1.0,上海城区
41,121.583035,31.456259,42.0,1.0,上海城区
42,121.585567,31.454671,43.0,1.0,上海城区
43,121.59981,31.450684,44.0,1.0,上海城区
44,121.606319,31.449408,45.0,1.0,上海城区
45,121.621759,31.444148,46.0,1.0,上海城区
46,121.673842,31.427747,47.0,1.0,上海城区
47,121.688288,31.425882,48.0,1.0,上海城区
48,121.697193,31.423993,49.0,1.0,上海城区
49,121.708321,31.419726,50.0,1.0,上海城区
50,121.723713,31.412359,51.0,1.0,上海城区
51,121.729291,31.410351,52.0,1.0,上海城区
52,121.737481,31.408814,53.0,1.0,上海城区
53,121.742179,31.407206,54.0,1.0,上海城区
54,121.746545,31.404724,55.0,1.0,上海城区
55,121.753723,31.400362,56.0,1.0,上海城区
56,121.760851,31.395185,57.0,1.0,上海城区
57,121.769386,31.390744,58.0,1.0,上海城区
58,121.774137,31.386985,59.0,1.0,上海城区
59,121.780573,31.380156,60.0,1.0,上海城区
60,121.783447,31.376711,61.0,1.0,上海城区
61,121.787882,31.371636,62.0,1.0,上海城区
62,121.79088,31.367062,63.0,1.0,上海城区
63,121.792379,31.363304,64.0,1.0,上海城区
64,121.792879,31.35911,65.0,1.0,上海城区
65,121.793003,31.35507,66.0,1.0,上海城区
66,121.796011,31.345623,67.0,1.0,上海城区
67,121.796479,31.339782,68.0,1.0,上海城区
68,121.796479,31.335419,69.0,1.0,上海城区
69,121.795871,31.329982,70.0,1.0,上海城区
70,121.79877,31.310352,71.0,1.0,上海城区
71,121.796707,31.307357,72.0,1.0,上海城区
72,121.791049,31.308355,73.0,1.0,上海城区
73,121.785489,31.311064,74.0,1.0,上海城区
74,121.782005,31.31033,75.0,1.0,上海城区
75,121.778859,31.310198,76.0,1.0,上海城区
76,121.627045,31.44499,1.0,2.0,上海城区
77,121.621542,31.445816,2.0,2.0,上海城区
78,121.616871,31.446642,3.0,2.0,上海城区
79,121.613861,31.447886,4.0,2.0,上海城区
80,121.594151,31.458572,5.0,2.0,上海城区
81,121.589694,31.46148,6.0,2.0,上海城区
82,121.586273,31.464076,7.0,2.0,上海城区
83,121.577881,31.472489,8.0,2.0,上海城区
84,121.57612,31.474774,9.0,2.0,上海城区
85,121.575602,31.47685,10.0,2.0,上海城区
86,121.575809,31.478199,11.0,2.0,上海城区
87,121.577156,31.479339,12.0,2.0,上海城区
88,121.579642,31.479647,13.0,2.0,上海城区
89,121.586896,31.479537,14.0,2.0,上海城区
90,121.595294,31.478288,15.0,2.0,上海城区
91,121.602138,31.476834,16.0,2.0,上海城区
92,121.60857,31.474449,17.0,2.0,上海城区
93,121.613655,31.471338,18.0,2.0,上海城区
94,121.625177,31.462214,19.0,2.0,上海城区
95,121.631616,31.456825,20.0,2.0,上海城区
96,121.635043,31.45299,21.0,2.0,上海城区
97,121.636289,31.449878,22.0,2.0,上海城区
98,121.635666,31.447802,23.0,2.0,上海城区
99,121.634004,31.445932,24.0,2.0,上海城区
100,121.631511,31.445099,25.0,2.0,上海城区
101,121.627045,31.44499,26.0,2.0,上海城区
102,122.242013,31.419077,1.0,3.0,上海城区
103,122.242481,31.419186,2.0,3.0,上海城区
104,122.242611,31.419303,3.0,3.0,上海城区
105,122.242767,31.420382,4.0,3.0,上海城区
106,122.242872,31.420596,5.0,3.0,上海城区
107,122.243123,31.420685,6.0,3.0,上海城区
108,122.243418,31.420666,7.0,3.0,上海城区
109,122.243887,31.420411,8.0,3.0,上海城区
110,122.244078,31.420381,9.0,3.0,上海城区
111,122.244355,31.42047,10.0,3.0,上海城区
112,122.244563,31.420685,11.0,3.0,上海城区
113,122.245032,31.421264,12.0,3.0,上海城区
114,122.245214,31.421323,13.0,3.0,上海城区
115,122.24537,31.421314,14.0,3.0,上海城区
116,122.245492,31.421242,15.0,3.0,上海城区
117,122.245579,31.421028,16.0,3.0,上海城区
118,122.245657,31.420914,17.0,3.0,上海城区
119,122.24583,31.420845,18.0,3.0,上海城区
120,122.245891,31.420756,19.0,3.0,上海城区
121,122.245917,31.420556,20.0,3.0,上海城区
122,122.245995,31.420493,21.0,3.0,上海城区
123,122.246273,31.420446,22.0,3.0,上海城区
124,122.246377,31.42038,23.0,3.0,上海城区
125,122.246351,31.420282,24.0,3.0,上海城区
126,122.24616,31.420146,25.0,3.0,上海城区
127,122.246169,31.420046,26.0,3.0,上海城区
128,122.246802,31.419948,27.0,3.0,上海城区
129,122.246958,31.41982,28.0,3.0,上海城区
130,122.247149,31.419332,29.0,3.0,上海城区
131,122.247123,31.419134,30.0,3.0,上海城区
132,122.247001,31.418967,31.0,3.0,上海城区
133,122.246845,31.418924,32.0,3.0,上海城区
134,122.246654,31.418939,33.0,3.0,上海城区
135,122.246429,31.419028,34.0,3.0,上海城区
136,122.246394,31.41898,35.0,3.0,上海城区
137,122.246472,31.418833,36.0,3.0,上海城区
138,122.246455,31.418726,37.0,3.0,上海城区
139,122.246394,31.418657,38.0,3.0,上海城区
140,122.246273,31.418639,39.0,3.0,上海城区
141,122.246047,31.418798,40.0,3.0,上海城区
142,122.245986,31.418765,41.0,3.0,上海城区
143,122.245969,31.418533,42.0,3.0,上海城区
144,122.245856,31.418427,43.0,3.0,上海城区
145,122.245587,31.418338,44.0,3.0,上海城区
146,122.245283,31.418349,45.0,3.0,上海城区
147,122.245006,31.418466,46.0,3.0,上海城区
148,122.244884,31.418471,47.0,3.0,上海城区
149,122.244763,31.418408,48.0,3.0,上海城区
150,122.244537,31.41826,49.0,3.0,上海城区
151,122.244364,31.41826,50.0,3.0,上海城区
152,122.244208,31.418338,51.0,3.0,上海城区
153,122.243834,31.418608,52.0,3.0,上海城区
154,122.243687,31.418647,53.0,3.0,上海城区
155,122.243609,31.418608,54.0,3.0,上海城区
156,122.243566,31.41853,55.0,3.0,上海城区
157,122.243722,31.418184,56.0,3.0,上海城区
158,122.243687,31.418045,57.0,3.0,上海城区
159,122.243566,31.417833,58.0,3.0,上海城区
160,122.243392,31.417746,59.0,3.0,上海城区
161,122.243218,31.417766,60.0,3.0,上海城区
162,122.242611,31.418115,61.0,3.0,上海城区
163,122.242455,31.418174,62.0,3.0,上海城区
164,122.242247,31.418196,63.0,3.0,上海城区
165,122.241848,31.418174,64.0,3.0,上海城区
166,122.241623,31.418224,65.0,3.0,上海城区
167,122.241475,31.4184,66.0,3.0,上海城区
168,122.241458,31.418646,67.0,3.0,上海城区
169,122.241536,31.418863,68.0,3.0,上海城区
170,122.241709,31.418999,69.0,3.0,上海城区
171,122.242013,31.419077,70.0,3.0,上海城区
172,121.88262,31.240852,1.0,4.0,上海城区
173,121.88991,31.242594,2.0,4.0,上海城区
174,121.897368,31.242113,3.0,4.0,上海城区
175,121.905931,31.239413,4.0,4.0,上海城区
176,121.915451,31.236555,5.0,4.0,上海城区
177,121.923553,31.233862,6.0,4.0,上海城区
178,121.926732,31.229735,7.0,4.0,上海城区
179,121.927522,31.224019,8.0,4.0,上海城区
180,121.925453,31.205436,9.0,4.0,上海城区
181,121.922438,31.196858,10.0,4.0,上海城区
182,121.918782,31.194315,11.0,4.0,上海城区
183,121.913859,31.193835,12.0,4.0,上海城区
184,121.908782,31.195265,13.0,4.0,上海城区
185,121.901642,31.201457,14.0,4.0,上海城区
186,121.889275,31.215002,15.0,4.0,上海城区
187,121.885158,31.220524,16.0,4.0,上海城区
188,121.88254,31.225607,17.0,4.0,上海城区
189,121.881431,31.231166,18.0,4.0,上海城区
190,121.880877,31.236328,19.0,4.0,上海城区
191,121.881831,31.239583,20.0,4.0,上海城区
192,121.88262,31.240852,21.0,4.0,上海城区
193,121.406768,30.704994,1.0,5.0,上海城区
194,121.407081,30.705096,2.0,5.0,上海城区
195,121.407905,30.705135,3.0,5.0,上海城区
196,121.408626,30.705204,4.0,5.0,上海城区
197,121.408955,30.705204,5.0,5.0,上海城区
198,121.409155,30.705076,6.0,5.0,上海城区
199,121.409329,30.704857,7.0,5.0,上海城区
200,121.409294,30.70452,8.0,5.0,上海城区
201,121.409103,30.70432,9.0,5.0,上海城区
202,121.408773,30.704093,10.0,5.0,上海城区
203,121.40662,30.703089,11.0,5.0,上海城区
204,121.406377,30.703031,12.0,5.0,上海城区
205,121.406073,30.70305,13.0,5.0,上海城区
206,121.405969,30.70317,14.0,5.0,上海城区
207,121.405969,30.703448,15.0,5.0,上海城区
208,121.406178,30.704242,16.0,5.0,上海城区
209,121.40636,30.704707,17.0,5.0,上海城区
210,121.406568,30.704916,18.0,5.0,上海城区
211,121.406768,30.704994,19.0,5.0,上海城区
212,121.422454,30.691481,1.0,6.0,上海城区
213,121.423764,30.691322,2.0,6.0,上海城区
214,121.424874,30.691379,3.0,6.0,上海城区
215,121.425967,30.691479,4.0,6.0,上海城区
216,121.426618,30.69128,5.0,6.0,上海城区
217,121.427389,30.690683,6.0,6.0,上海城区
218,121.428447,30.689769,7.0,6.0,上海城区
219,121.428915,30.689114,8.0,6.0,上海城区
220,121.428698,30.688577,9.0,6.0,上海城区
221,121.428247,30.688222,10.0,6.0,上海城区
222,121.425368,30.687369,11.0,6.0,上海城区
223,121.424735,30.687469,12.0,6.0,上海城区
224,121.424041,30.687906,13.0,6.0,上海城区
225,121.423313,30.688562,14.0,6.0,上海城区
226,121.422316,30.688961,15.0,6.0,上海城区
227,121.421284,30.689139,16.0,6.0,上海城区
228,121.420277,30.689479,17.0,6.0,上海城区
229,121.419479,30.689855,18.0,6.0,上海城区
230,121.418829,30.690511,19.0,6.0,上海城区
231,121.418751,30.691106,20.0,6.0,上海城区
232,121.41895,30.691405,21.0,6.0,上海城区
233,121.419462,30.691622,22.0,6.0,上海城区
234,121.420694,30.691641,23.0,6.0,上海城区
235,121.422454,30.691481,24.0,6.0,上海城区
236,121.426677,30.682181,1.0,7.0,上海城区
237,121.427068,30.682126,2.0,7.0,上海城区
238,121.428203,30.681856,3.0,7.0,上海城区
239,121.428594,30.681747,4.0,7.0,上海城区
240,121.42868,30.681695,5.0,7.0,上海城区
241,121.428732,30.681595,6.0,7.0,上海城区
242,121.428741,30.681484,7.0,7.0,上海城区
243,121.428697,30.681369,8.0,7.0,上海城区
244,121.428576,30.681246,9.0,7.0,上海城区
245,121.428177,30.681137,10.0,7.0,上海城区
246,121.427986,30.681038,11.0,7.0,上海城区
247,121.4279,30.680914,12.0,7.0,上海城区
248,121.427822,30.680667,13.0,7.0,上海城区
249,121.427657,30.680398,14.0,7.0,上海城区
250,121.427475,30.680278,15.0,7.0,上海城区
251,121.427249,30.680209,16.0,7.0,上海城区
252,121.427024,30.680235,17.0,7.0,上海城区
253,121.42679,30.680309,18.0,7.0,上海城区
254,121.426651,30.680459,19.0,7.0,上海城区
255,121.426547,30.680711,20.0,7.0,上海城区
256,121.426486,30.681124,21.0,7.0,上海城区
257,121.426417,30.681734,22.0,7.0,上海城区
258,121.426426,30.681997,23.0,7.0,上海城区
259,121.426478,30.682127,24.0,7.0,上海城区
260,121.426582,30.682166,25.0,7.0,上海城区
261,121.426677,30.682181,26.0,7.0,上海城区
262,121.943251,31.215466,1.0,8.0,上海城区
263,121.94659,31.224363,2.0,8.0,上海城区
264,121.951042,31.228817,3.0,8.0,上海城区
265,121.957253,31.230419,4.0,8.0,上海城区
266,121.969182,31.230287,5.0,8.0,上海城区
267,121.98066,31.228092,6.0,8.0,上海城区
268,121.989661,31.224526,7.0,8.0,上海城区
269,122.008565,31.220992,8.0,8.0,上海城区
270,122.01104,31.217408,9.0,8.0,上海城区
271,122.012615,31.210006,10.0,8.0,上海城区
272,122.012013,31.192044,11.0,8.0,上海城区
273,122.010587,31.188002,12.0,8.0,上海城区
274,122.00541,31.176988,13.0,8.0,上海城区
275,121.999558,31.165074,14.0,8.0,上海城区
276,121.995731,31.160798,15.0,8.0,上海城区
277,121.975861,31.158839,16.0,8.0,上海城区
278,121.970769,31.157556,17.0,8.0,上海城区
279,121.965678,31.157543,18.0,8.0,上海城区
280,121.959631,31.159276,19.0,8.0,上海城区
281,121.952629,31.167202,20.0,8.0,上海城区
282,121.948021,31.176403,21.0,8.0,上海城区
283,121.944839,31.18688,22.0,8.0,上海城区
284,121.942614,31.198469,23.0,8.0,上海城区
285,121.941824,31.20768,24.0,8.0,上海城区
286,121.943251,31.215466,25.0,8.0,上海城区
287,121.80178,31.356974,1.0,9.0,上海城区
288,121.800564,31.363992,2.0,9.0,上海城区
289,121.797673,31.369639,3.0,9.0,上海城区
290,121.794326,31.374829,4.0,9.0,上海城区
291,121.792804,31.377577,5.0,9.0,上海城区
292,121.792804,31.379407,6.0,9.0,上海城区
293,121.79387,31.380473,7.0,9.0,上海城区
294,121.796761,31.381079,8.0,9.0,上海城区
295,121.803456,31.381222,9.0,9.0,上海城区
296,121.810453,31.380752,10.0,9.0,上海城区
297,121.81745,31.380588,11.0,9.0,上海城区
298,121.820492,31.379972,12.0,9.0,上海城区
299,121.82475,31.378591,13.0,9.0,上海城区
300,121.8284,31.376449,14.0,9.0,上海城区
301,121.831746,31.375528,15.0,9.0,上海城区
302,121.836004,31.375215,16.0,9.0,上海城区
303,121.841935,31.375051,17.0,9.0,上海城区
304,121.845585,31.374587,18.0,9.0,上海城区
305,121.852886,31.371371,19.0,9.0,上海城区
306,121.858514,31.369379,20.0,9.0,上海城区
307,121.870381,31.366006,21.0,9.0,上海城区
308,121.87586,31.364169,22.0,9.0,上海城区
309,121.879056,31.362793,23.0,9.0,上海城区
310,121.913071,31.350442,24.0,9.0,上海城区
311,121.951729,31.337269,25.0,9.0,上海城区
312,122.001555,31.329251,26.0,9.0,上海城区
313,122.041072,31.323811,27.0,9.0,上海城区
314,122.078012,31.323524,28.0,9.0,上海城区
315,122.116671,31.321234,29.0,9.0,上海城区
316,122.121979,31.315438,30.0,9.0,上海城区
317,122.122684,31.307202,31.0,9.0,上海城区
318,122.105206,31.262136,32.0,9.0,上海城区
319,122.097771,31.255658,33.0,9.0,上海城区
320,122.087286,31.257541,34.0,9.0,上海城区
321,122.071999,31.266826,35.0,9.0,上海城区
322,122.016446,31.282289,36.0,9.0,上海城区
323,121.975783,31.279998,37.0,9.0,上海城区
324,121.932257,31.283148,38.0,9.0,上海城区
325,121.900758,31.291166,39.0,9.0,上海城区
326,121.88959,31.292025,40.0,9.0,上海城区
327,121.865962,31.294935,41.0,9.0,上海城区
328,121.860789,31.294943,42.0,9.0,上海城区
329,121.858964,31.294336,43.0,9.0,上海城区
330,121.856682,31.292814,44.0,9.0,上海城区
331,121.852879,31.292363,45.0,9.0,上海城区
332,121.844362,31.294514,46.0,9.0,上海城区
333,121.840559,31.295436,47.0,9.0,上海城区
334,121.838583,31.296813,48.0,9.0,上海城区
335,121.833603,31.299651,49.0,9.0,上海城区
336,121.832044,31.301706,50.0,9.0,上海城区
337,121.827634,31.304307,51.0,9.0,上海城区
338,121.822615,31.307367,52.0,9.0,上海城区
339,121.813186,31.316231,53.0,9.0,上海城区
340,121.806646,31.324173,54.0,9.0,上海城区
341,121.803756,31.328449,55.0,9.0,上海城区
342,121.803147,31.33211,56.0,9.0,上海城区
343,121.802692,31.342788,57.0,9.0,上海城区
344,121.80178,31.356974,58.0,9.0,上海城区
345,120.901358,31.017499,1.0,10.0,上海城区
346,120.901054,31.018632,2.0,10.0,上海城区
347,120.90056,31.020428,3.0,10.0,上海城区
348,120.900985,31.022458,4.0,10.0,上海城区
349,120.901342,31.025505,5.0,10.0,上海城区
350,120.901411,31.027466,6.0,10.0,上海城区
351,120.901507,31.033487,7.0,10.0,上海城区
352,120.901976,31.037643,8.0,10.0,上海城区
353,120.901456,31.038753,9.0,10.0,上海城区
354,120.899737,31.039602,10.0,10.0,上海城区
355,120.897021,31.045579,11.0,10.0,上海城区
356,120.897212,31.048223,12.0,10.0,上海城区
357,120.896483,31.049025,13.0,10.0,上海城区
358,120.895442,31.050326,14.0,10.0,上海城区
359,120.894566,31.053892,15.0,10.0,上海城区
360,120.894619,31.05866,16.0,10.0,上海城区
361,120.895912,31.063076,17.0,10.0,上海城区
362,120.897613,31.066995,18.0,10.0,上海城区
363,120.898863,31.070514,19.0,10.0,上海城区
364,120.899575,31.075093,20.0,10.0,上海城区
365,120.899601,31.076628,21.0,10.0,上海城区
366,120.899341,31.077497,22.0,10.0,上海城区
367,120.899619,31.078361,23.0,10.0,上海城区
368,120.900608,31.078443,24.0,10.0,上海城区
369,120.901832,31.078115,25.0,10.0,上海城区
370,120.903403,31.078067,26.0,10.0,上海城区
371,120.904618,31.078523,27.0,10.0,上海城区
372,120.905026,31.079387,28.0,10.0,上海城区
373,120.904723,31.080497,29.0,10.0,上海城区
374,120.90283,31.082716,30.0,10.0,上海城区
375,120.902023,31.083398,31.0,10.0,上海城区
376,120.901676,31.084093,32.0,10.0,上海城区
377,120.902023,31.084992,33.0,10.0,上海城区
378,120.90211,31.085659,34.0,10.0,上海城区
379,120.900461,31.086703,35.0,10.0,上海城区
380,120.899298,31.086936,36.0,10.0,上海城区
381,120.897762,31.086676,37.0,10.0,上海城区
382,120.896695,31.086646,38.0,10.0,上海城区
383,120.896322,31.087721,39.0,10.0,上海城区
384,120.896088,31.089432,40.0,10.0,上海城区
385,120.895419,31.090707,41.0,10.0,上海城区
386,120.893858,31.091404,42.0,10.0,上海城区
387,120.892696,31.092825,43.0,10.0,上海城区
388,120.892175,31.094189,44.0,10.0,上海城区
389,120.892782,31.095841,45.0,10.0,上海城区
390,120.892843,31.096538,46.0,10.0,上海城区
391,120.892349,31.097494,47.0,10.0,上海城区
392,120.891221,31.097175,48.0,10.0,上海城区
393,120.890961,31.095784,49.0,10.0,上海城区
394,120.891021,31.094305,50.0,10.0,上海城区
395,120.890266,31.093986,51.0,10.0,上海城区
396,120.887482,31.094075,52.0,10.0,上海城区
397,120.882391,31.095182,53.0,10.0,上海城区
398,120.878628,31.095418,54.0,10.0,上海城区
399,120.878082,31.095758,55.0,10.0,上海城区
400,120.878238,31.096211,56.0,10.0,上海城区
401,120.878966,31.098384,57.0,10.0,上海城区
402,120.87601,31.097862,58.0,10.0,上海城区
403,120.876634,31.099942,59.0,10.0,上海城区
404,120.873886,31.100449,60.0,10.0,上海城区
405,120.873175,31.100317,61.0,10.0,上海城区
406,120.872542,31.098887,62.0,10.0,上海城区
407,120.871433,31.099312,63.0,10.0,上海城区
408,120.869812,31.098942,64.0,10.0,上海城区
409,120.869578,31.097221,65.0,10.0,上海城区
410,120.865747,31.097624,66.0,10.0,上海城区
411,120.864499,31.098368,67.0,10.0,上海城区
412,120.863996,31.100303,68.0,10.0,上海城区
413,120.862757,31.100119,69.0,10.0,上海城区
414,120.862064,31.101049,70.0,10.0,上海城区
415,120.859768,31.100284,71.0,10.0,上海城区
416,120.858554,31.100842,72.0,10.0,上海城区
417,120.856804,31.102831,73.0,10.0,上海城区
418,120.856856,31.103895,74.0,10.0,上海城区
419,120.856909,31.104979,75.0,10.0,上海城区
420,120.858079,31.107654,76.0,10.0,上海城区
421,120.857914,31.108523,77.0,10.0,上海城区
422,120.858858,31.108697,78.0,10.0,上海城区
423,120.860219,31.109325,79.0,10.0,上海城区
424,120.861371,31.110895,80.0,10.0,上海城区
425,120.862247,31.112503,81.0,10.0,上海城区
426,120.863235,31.113263,82.0,10.0,上海城区
427,120.864015,31.113842,83.0,10.0,上海城区
428,120.86502,31.114142,84.0,10.0,上海城区
429,120.865965,31.114746,85.0,10.0,上海城区
430,120.868713,31.117263,86.0,10.0,上海城区
431,120.870593,31.119712,87.0,10.0,上海城区
432,120.871018,31.121529,88.0,10.0,上海城区
433,120.871018,31.123803,89.0,10.0,上海城区
434,120.871548,31.125691,90.0,10.0,上海城区
435,120.872345,31.127158,91.0,10.0,上海城区
436,120.873394,31.128031,92.0,10.0,上海城区
437,120.87479,31.129463,93.0,10.0,上海城区
438,120.876429,31.131489,94.0,10.0,上海城区
439,120.877686,31.132397,95.0,10.0,上海城区
440,120.878744,31.133379,96.0,10.0,上海城区
441,120.880357,31.134151,97.0,10.0,上海城区
442,120.881293,31.134721,98.0,10.0,上海城区
443,120.898009,31.135921,99.0,10.0,上海城区
444,120.899215,31.136053,100.0,10.0,上海城区
445,120.905395,31.134205,101.0,10.0,上海城区
446,120.906402,31.134272,102.0,10.0,上海城区
447,120.908382,31.134676,103.0,10.0,上海城区
448,120.912619,31.135415,104.0,10.0,上海城区
449,120.916919,31.13619,105.0,10.0,上海城区
450,120.921628,31.138008,106.0,10.0,上海城区
451,120.930336,31.14141,107.0,10.0,上海城区
452,120.952645,31.138253,108.0,10.0,上海城区
453,120.974469,31.133634,109.0,10.0,上海城区
454,120.983911,31.13171,110.0,10.0,上海城区
455,120.985697,31.13185,111.0,10.0,上海城区
456,120.991255,31.133177,112.0,10.0,上海城区
457,121.007268,31.133425,113.0,10.0,上海城区
458,121.017043,31.133993,114.0,10.0,上海城区
459,121.018489,31.134097,115.0,10.0,上海城区
460,121.0193,31.134571,116.0,10.0,上海城区
461,121.022811,31.138311,117.0,10.0,上海城区
462,121.022271,31.140462,118.0,10.0,上海城区
463,121.022907,31.140932,119.0,10.0,上海城区
464,121.025677,31.140773,120.0,10.0,上海城区
465,121.026243,31.142084,121.0,10.0,上海城区
466,121.026618,31.142624,122.0,10.0,上海城区
467,121.027192,31.14266,123.0,10.0,上海城区
468,121.026723,31.143766,124.0,10.0,上海城区
469,121.028368,31.143873,125.0,10.0,上海城区
470,121.028804,31.142463,126.0,10.0,上海城区
471,121.028473,31.141958,127.0,10.0,上海城区
472,121.028778,31.141253,128.0,10.0,上海城区
473,121.031164,31.141661,129.0,10.0,上海城区
474,121.033089,31.142205,130.0,10.0,上海城区
475,121.033594,31.141601,131.0,10.0,上海城区
476,121.034169,31.141166,132.0,10.0,上海城区
477,121.03612,31.140331,133.0,10.0,上海城区
478,121.036259,31.137373,134.0,10.0,上海城区
479,121.037234,31.137478,135.0,10.0,上海城区
480,121.038105,31.137849,136.0,10.0,上海城区
481,121.038645,31.136911,137.0,10.0,上海城区
482,121.040769,31.137587,138.0,10.0,上海城区
483,121.041814,31.138901,139.0,10.0,上海城区
484,121.042824,31.141088,140.0,10.0,上海城区
485,121.044775,31.145529,141.0,10.0,上海城区
486,121.04353,31.146466,142.0,10.0,上海城区
487,121.04239,31.146396,143.0,10.0,上海城区
488,121.041545,31.146932,144.0,10.0,上海城区
489,121.041476,31.149822,145.0,10.0,上海城区
