,经度,纬度,连接顺序,块,名称
1032,121.155519,31.413831,688.0,10.0,上海市
1033,121.154955,31.413995,689.0,10.0,上海市
1034,121.154548,31.413874,690.0,10.0,上海市
1035,121.153907,31.413593,691.0,10.0,上海市
1036,121.1535,31.413674,692.0,10.0,上海市
1037,121.153422,31.414078,693.0,10.0,上海市
1038,121.153222,31.414524,694.0,10.0,上海市
1039,121.152815,31.414563,695.0,10.0,上海市
1040,121.152295,31.414404,696.0,10.0,上海市
1041,121.151645,31.414444,697.0,10.0,上海市
1042,121.151125,31.41505,698.0,10.0,上海市
1043,121.150918,31.415496,699.0,10.0,上海市
1044,121.150476,31.415739,700.0,10.0,上海市
1045,121.14967,31.415578,701.0,10.0,上海市
1046,121.149271,31.41562,702.0,10.0,上海市
1047,121.148907,31.415861,703.0,10.0,上海市
1048,121.148829,31.416469,704.0,10.0,上海市
1049,121.149271,31.419132,705.0,10.0,上海市
1050,121.148665,31.419133,706.0,10.0,上海市
1051,121.14818,31.419902,707.0,10.0,上海市
1052,121.146204,31.419703,708.0,10.0,上海市
1053,121.146247,31.421075,709.0,10.0,上海市
1054,121.148266,31.421072,710.0,10.0,上海市
1055,121.1485,31.421516,711.0,10.0,上海市
1056,121.149107,31.421637,712.0,10.0,上海市
1057,121.151161,31.421794,713.0,10.0,上海市
1058,121.150641,31.422683,714.0,10.0,上海市
1059,121.150884,31.423086,715.0,10.0,上海市
1060,121.151447,31.423329,716.0,10.0,上海市
1061,121.152616,31.423448,717.0,10.0,上海市
1062,121.152738,31.423891,718.0,10.0,上海市
1063,121.153544,31.423889,719.0,10.0,上海市
1064,121.153743,31.424174,720.0,10.0,上海市
1065,121.153743,31.425183,721.0,10.0,上海市
1066,121.155277,31.425745,722.0,10.0,上海市
1067,121.155719,31.425622,723.0,10.0,上海市
1068,121.156403,31.425621,724.0,10.0,上海市
1069,121.157729,31.426022,725.0,10.0,上海市
1070,121.158058,31.425579,726.0,10.0,上海市
1071,121.159384,31.425981,727.0,10.0,上海市
1072,121.159791,31.425253,728.0,10.0,上海市
1073,121.161359,31.425775,729.0,10.0,上海市
1074,121.160917,31.426744,730.0,10.0,上海市
1075,121.161039,31.427067,731.0,10.0,上海市
1076,121.161966,31.427309,732.0,10.0,上海市
1077,121.162001,31.427953,733.0,10.0,上海市
1078,121.162486,31.427994,734.0,10.0,上海市
1079,121.162927,31.427429,735.0,10.0,上海市
1080,121.163334,31.427386,736.0,10.0,上海市
1081,121.164305,31.427224,737.0,10.0,上海市
1082,121.16434,31.430374,738.0,10.0,上海市
1083,121.16434,31.43106,739.0,10.0,上海市
1084,121.163976,31.431301,740.0,10.0,上海市
1085,121.163656,31.431061,741.0,10.0,上海市
1086,121.163612,31.430779,742.0,10.0,上海市
1087,121.163612,31.42896,743.0,10.0,上海市
1088,121.163136,31.429002,744.0,10.0,上海市
1089,121.16317,31.429527,745.0,10.0,上海市
1090,121.162529,31.42957,746.0,10.0,上海市
1091,121.162486,31.430698,747.0,10.0,上海市
1092,121.163136,31.430982,748.0,10.0,上海市
1093,121.163092,31.431707,749.0,10.0,上海市
1094,121.162711,31.432215,750.0,10.0,上海市
1095,121.158483,31.432253,751.0,10.0,上海市
1096,121.154983,31.432752,752.0,10.0,上海市
1097,121.152488,31.433599,753.0,10.0,上海市
1098,121.149827,31.434879,754.0,10.0,上海市
1099,121.148701,31.435606,755.0,10.0,上海市
1100,121.147826,31.436187,756.0,10.0,上海市
1101,121.14728,31.436826,757.0,10.0,上海市
1102,121.146873,31.437263,758.0,10.0,上海市
1103,121.147419,31.437711,759.0,10.0,上海市
1104,121.146569,31.439004,760.0,10.0,上海市
1105,121.147861,31.439447,761.0,10.0,上海市
1106,121.147055,31.440861,762.0,10.0,上海市
1107,121.14689,31.441265,763.0,10.0,上海市
1108,121.147254,31.441871,764.0,10.0,上海市
1109,121.147783,31.442475,765.0,10.0,上海市
1110,121.147904,31.442799,766.0,10.0,上海市
1111,121.147662,31.443324,767.0,10.0,上海市
1112,121.147341,31.44393,768.0,10.0,上海市
1113,121.160919,31.449681,769.0,10.0,上海市
1114,121.162124,31.448872,770.0,10.0,上海市
1115,121.163051,31.44887,771.0,10.0,上海市
1116,121.164506,31.449392,772.0,10.0,上海市
1117,121.165468,31.449875,773.0,10.0,上海市
1118,121.165486,31.449875,774.0,10.0,上海市
1119,121.166053,31.450173,775.0,10.0,上海市
1120,121.167733,31.448318,776.0,10.0,上海市
1121,121.168335,31.448537,777.0,10.0,上海市
1122,121.168777,31.449183,778.0,10.0,上海市
1123,121.169384,31.449907,779.0,10.0,上海市
1124,121.169826,31.450027,780.0,10.0,上海市
1125,121.170388,31.449866,781.0,10.0,上海市
1126,121.171471,31.44946,782.0,10.0,上海市
1127,121.17232,31.449054,783.0,10.0,上海市
1128,121.173767,31.449052,784.0,10.0,上海市
1129,121.174979,31.449291,785.0,10.0,上海市
1130,121.177639,31.450256,786.0,10.0,上海市
1131,121.178765,31.450901,787.0,10.0,上海市
1132,121.179857,31.451219,788.0,10.0,上海市
1133,121.180819,31.451461,789.0,10.0,上海市
1134,121.184249,31.453553,790.0,10.0,上海市
1135,121.18606,31.454358,791.0,10.0,上海市
1136,121.186181,31.454883,792.0,10.0,上海市
1137,121.186181,31.455286,793.0,10.0,上海市
1138,121.185618,31.456177,794.0,10.0,上海市
1139,121.185454,31.456903,795.0,10.0,上海市
1140,121.185454,31.457469,796.0,10.0,上海市
1141,121.18574,31.458115,797.0,10.0,上海市
1142,121.186181,31.458801,798.0,10.0,上海市
1143,121.186181,31.459647,799.0,10.0,上海市
1144,121.186061,31.460819,800.0,10.0,上海市
1145,121.189448,31.462267,801.0,10.0,上海市
1146,121.189205,31.462752,802.0,10.0,上海市
1147,121.189405,31.463194,803.0,10.0,上海市
1148,121.191285,31.464717,804.0,10.0,上海市
1149,121.192992,31.466077,805.0,10.0,上海市
1150,121.194317,31.467507,806.0,10.0,上海市
1151,121.195045,31.467829,807.0,10.0,上海市
1152,121.195972,31.467908,808.0,10.0,上海市
1153,121.197904,31.468065,809.0,10.0,上海市
1154,121.199273,31.468386,810.0,10.0,上海市
1155,121.200322,31.469112,811.0,10.0,上海市
1156,121.201613,31.469272,812.0,10.0,上海市
1157,121.202904,31.469351,813.0,10.0,上海市
1158,121.203268,31.469712,814.0,10.0,上海市
1159,121.203346,31.470359,815.0,10.0,上海市
1160,121.202904,31.471328,816.0,10.0,上海市
1161,121.203026,31.471894,817.0,10.0,上海市
1162,121.203424,31.472336,818.0,10.0,上海市
1163,121.205565,31.473829,819.0,10.0,上海市
1164,121.206371,31.474997,820.0,10.0,上海市
1165,121.207472,31.475686,821.0,10.0,上海市
1166,121.208486,31.476294,822.0,10.0,上海市
1167,121.20982,31.477132,823.0,10.0,上海市
1168,121.212802,31.478029,824.0,10.0,上海市
1169,121.213799,31.478908,825.0,10.0,上海市
1170,121.214371,31.479129,826.0,10.0,上海市
1171,121.215029,31.477531,827.0,10.0,上海市
1172,121.214209,31.47702,828.0,10.0,上海市
1173,121.214111,31.476633,829.0,10.0,上海市
1174,121.213643,31.476315,830.0,10.0,上海市
1175,121.213643,31.475937,831.0,10.0,上海市
1176,121.214596,31.475821,832.0,10.0,上海市
1177,121.216451,31.47576,833.0,10.0,上海市
1178,121.217777,31.475628,834.0,10.0,上海市
1179,121.219069,31.475223,835.0,10.0,上海市
1180,121.220725,31.476067,836.0,10.0,上海市
1181,121.221566,31.476149,837.0,10.0,上海市
1182,121.223179,31.475945,838.0,10.0,上海市
1183,121.224999,31.475902,839.0,10.0,上海市
1184,121.225355,31.476023,840.0,10.0,上海市
1185,121.225841,31.47691,841.0,10.0,上海市
1186,121.226205,31.477678,842.0,10.0,上海市
1187,121.226769,31.47804,843.0,10.0,上海市
1188,121.227697,31.478039,844.0,10.0,上海市
1189,121.228746,31.477715,845.0,10.0,上海市
1190,121.229795,31.477351,846.0,10.0,上海市
1191,121.230359,31.477431,847.0,10.0,上海市
1192,121.230402,31.477996,848.0,10.0,上海市
1193,121.230723,31.480096,849.0,10.0,上海市
1194,121.230845,31.481106,850.0,10.0,上海市
1195,121.230073,31.481547,851.0,10.0,上海市
1196,121.229344,31.481723,852.0,10.0,上海市
1197,121.228677,31.482129,853.0,10.0,上海市
1198,121.228885,31.482941,854.0,10.0,上海市
1199,121.22964,31.48352,855.0,10.0,上海市
1200,121.230186,31.48413,856.0,10.0,上海市
1201,121.230767,31.484941,857.0,10.0,上海市
1202,121.231348,31.485724,858.0,10.0,上海市
1203,121.232389,31.487086,859.0,10.0,上海市
1204,121.232997,31.487899,860.0,10.0,上海市
1205,121.233751,31.488101,861.0,10.0,上海市
1206,121.234393,31.487753,862.0,10.0,上海市
1207,121.235,31.487724,863.0,10.0,上海市
1208,121.235408,31.4881,864.0,10.0,上海市
1209,121.235261,31.489087,865.0,10.0,上海市
1210,121.234853,31.491959,866.0,10.0,上海市
1211,121.23474,31.492684,867.0,10.0,上海市
1212,121.235235,31.49312,868.0,10.0,上海市
1213,121.235929,31.493002,869.0,10.0,上海市
1214,121.236475,31.492568,870.0,10.0,上海市
1215,121.23723,31.491958,871.0,10.0,上海市
1216,121.238071,31.491898,872.0,10.0,上海市
1217,121.2388,31.492248,873.0,10.0,上海市
1218,121.240076,31.493232,874.0,10.0,上海市
1219,121.240882,31.493696,875.0,10.0,上海市
1220,121.241525,31.493637,876.0,10.0,上海市
1221,121.241898,31.49329,877.0,10.0,上海市
1222,121.241811,31.492624,878.0,10.0,上海市
1223,121.24149,31.491983,879.0,10.0,上海市
1224,121.241143,31.490911,880.0,10.0,上海市
1225,121.241403,31.490301,881.0,10.0,上海市
1226,121.242045,31.490041,882.0,10.0,上海市
1227,121.242305,31.489658,883.0,10.0,上海市
1228,121.242704,31.489133,884.0,10.0,上海市
1229,121.243312,31.488284,885.0,10.0,上海市
1230,121.243797,31.487316,886.0,10.0,上海市
1231,121.243476,31.485458,887.0,10.0,上海市
1232,121.243841,31.485054,888.0,10.0,上海市
1233,121.244075,31.484529,889.0,10.0,上海市
1234,121.243841,31.483882,890.0,10.0,上海市
1235,121.244075,31.483196,891.0,10.0,上海市
1236,121.244405,31.482632,892.0,10.0,上海市
1237,121.244404,31.481178,893.0,10.0,上海市
1238,121.245333,31.481177,894.0,10.0,上海市
1239,121.246175,31.481379,895.0,10.0,上海市
1240,121.246262,31.481984,896.0,10.0,上海市
1241,121.248173,31.481876,897.0,10.0,上海市
1242,121.248278,31.480781,898.0,10.0,上海市
1243,121.246704,31.480773,899.0,10.0,上海市
1244,121.246617,31.479924,900.0,10.0,上海市
1245,121.24581,31.479885,901.0,10.0,上海市
1246,121.245975,31.479078,902.0,10.0,上海市
1247,121.246496,31.478754,903.0,10.0,上海市
1248,121.246739,31.47827,904.0,10.0,上海市
1249,121.246947,31.477543,905.0,10.0,上海市
1250,121.247069,31.477059,906.0,10.0,上海市
1251,121.247667,31.476896,907.0,10.0,上海市
1252,121.248318,31.477059,908.0,10.0,上海市
1253,121.249689,31.477623,909.0,10.0,上海市
1254,121.249967,31.477986,910.0,10.0,上海市
1255,121.250211,31.478673,911.0,10.0,上海市
1256,121.251182,31.478673,912.0,10.0,上海市
1257,121.251226,31.479602,913.0,10.0,上海市
1258,121.253362,31.479804,914.0,10.0,上海市
1259,121.253518,31.481117,915.0,10.0,上海市
1260,121.252858,31.481195,916.0,10.0,上海市
1261,121.252902,31.481814,917.0,10.0,上海市
1262,121.253674,31.481851,918.0,10.0,上海市
1263,121.253631,31.483088,919.0,10.0,上海市
1264,121.254291,31.483051,920.0,10.0,上海市
1265,121.254427,31.483747,921.0,10.0,上海市
1266,121.255645,31.483631,922.0,10.0,上海市
1267,121.255254,31.480653,923.0,10.0,上海市
1268,121.255141,31.479068,924.0,10.0,上海市
1269,121.254751,31.478178,925.0,10.0,上海市
1270,121.254794,31.477638,926.0,10.0,上海市
1271,121.255098,31.477444,927.0,10.0,上海市
1272,121.255445,31.477599,928.0,10.0,上海市
1273,121.255645,31.478063,929.0,10.0,上海市
1274,121.255914,31.47787,930.0,10.0,上海市
1275,121.256374,31.47756,931.0,10.0,上海市
1276,121.256374,31.477909,932.0,10.0,上海市
1277,121.256374,31.478953,933.0,10.0,上海市
1278,121.256105,31.47899,934.0,10.0,上海市
1279,121.256057,31.479574,935.0,10.0,上海市
1280,121.256261,31.479726,936.0,10.0,上海市
1281,121.256765,31.479687,937.0,10.0,上海市
1282,121.25719,31.479376,938.0,10.0,上海市
1283,121.257807,31.479222,939.0,10.0,上海市
1284,121.257694,31.478758,940.0,10.0,上海市
1285,121.25719,31.478758,941.0,10.0,上海市
1286,121.25719,31.478102,942.0,10.0,上海市
1287,121.25765,31.477792,943.0,10.0,上海市
1288,121.259431,31.477946,944.0,10.0,上海市
1289,121.260281,31.478372,945.0,10.0,上海市
1290,121.261054,31.478683,946.0,10.0,上海市
1291,121.261058,31.478692,947.0,10.0,上海市
1292,121.261338,31.478774,948.0,10.0,上海市
1293,121.26146,31.478852,949.0,10.0,上海市
1294,121.261551,31.479083,950.0,10.0,上海市
1295,121.261609,31.47972,951.0,10.0,上海市
1296,121.261666,31.480401,952.0,10.0,上海市
1297,121.261731,31.480781,953.0,10.0,上海市
1298,121.261853,31.481012,954.0,10.0,上海市
1299,121.26202,31.481186,955.0,10.0,上海市
1300,121.262683,31.481456,956.0,10.0,上海市
1301,121.262798,31.481585,957.0,10.0,上海市
1302,121.262876,31.481779,958.0,10.0,上海市
1303,121.263374,31.482046,959.0,10.0,上海市
1304,121.264459,31.482434,960.0,10.0,上海市
1305,121.265154,31.483129,961.0,10.0,上海市
1306,121.267439,31.483362,962.0,10.0,上海市
1307,121.267395,31.48491,963.0,10.0,上海市
1308,121.267326,31.486223,964.0,10.0,上海市
1309,121.267977,31.486224,965.0,10.0,上海市
1310,121.267899,31.486727,966.0,10.0,上海市
1311,121.268247,31.487074,967.0,10.0,上海市
1312,121.268872,31.487461,968.0,10.0,上海市
1313,121.26922,31.487153,969.0,10.0,上海市
1314,121.269837,31.486882,970.0,10.0,上海市
1315,121.270453,31.486805,971.0,10.0,上海市
1316,121.270453,31.485259,972.0,10.0,上海市
1317,121.270801,31.485105,973.0,10.0,上海市
1318,121.271461,31.484988,974.0,10.0,上海市
1319,121.272043,31.484331,975.0,10.0,上海市
1320,121.272894,31.484681,976.0,10.0,上海市
1321,121.27425,31.485108,977.0,10.0,上海市
1322,121.276223,31.485378,978.0,10.0,上海市
1323,121.276448,31.486655,979.0,10.0,上海市
1324,121.277378,31.486773,980.0,10.0,上海市
1325,121.277726,31.487274,981.0,10.0,上海市
1326,121.277961,31.487854,982.0,10.0,上海市
1327,121.278656,31.488241,983.0,10.0,上海市
1328,121.279821,31.488359,984.0,10.0,上海市
1329,121.280324,31.488668,985.0,10.0,上海市
1330,121.279699,31.490408,986.0,10.0,上海市
1331,121.280629,31.490717,987.0,10.0,上海市
1332,121.281368,31.490757,988.0,10.0,上海市
1333,121.28168,31.489907,989.0,10.0,上海市
1334,121.282063,31.48987,990.0,10.0,上海市
1335,121.282532,31.490024,991.0,10.0,上海市
1336,121.283149,31.490025,992.0,10.0,上海市
1337,121.283688,31.489794,993.0,10.0,上海市
1338,121.283879,31.490684,994.0,10.0,上海市
1339,121.285358,31.490685,995.0,10.0,上海市
1340,121.28547,31.490375,996.0,10.0,上海市
1341,121.285861,31.48995,997.0,10.0,上海市
1342,121.2864,31.489719,998.0,10.0,上海市
1343,121.287331,31.489487,999.0,10.0,上海市
1344,121.287869,31.488947,1000.0,10.0,上海市
1345,121.288374,31.489102,1001.0,10.0,上海市
1346,121.288912,31.489103,1002.0,10.0,上海市
1347,121.289382,31.489027,1003.0,10.0,上海市
1348,121.289686,31.489336,1004.0,10.0,上海市
1349,121.28973,31.489568,1005.0,10.0,上海市
1350,121.289539,31.489879,1006.0,10.0,上海市
1351,121.28973,31.490187,1007.0,10.0,上海市
1352,121.290269,31.490806,1008.0,10.0,上海市
1353,121.290426,31.491077,1009.0,10.0,上海市
1354,121.290617,31.491697,1010.0,10.0,上海市
1355,121.291512,31.491698,1011.0,10.0,上海市
1356,121.291625,31.491311,1012.0,10.0,上海市
1357,121.292286,31.490616,1013.0,10.0,上海市
1358,121.292243,31.490229,1014.0,10.0,上海市
1359,121.292982,31.490345,1015.0,10.0,上海市
1360,121.293486,31.489805,1016.0,10.0,上海市
1361,121.294103,31.490078,1017.0,10.0,上海市
1362,121.295382,31.490466,1018.0,10.0,上海市
1363,121.295999,31.490968,1019.0,10.0,上海市
1364,121.297356,31.491356,1020.0,10.0,上海市
1365,121.298599,31.491514,1021.0,10.0,上海市
1366,121.298556,31.493717,1022.0,10.0,上海市
1367,121.297547,31.493638,1023.0,10.0,上海市
1368,121.297547,31.494102,1024.0,10.0,上海市
1369,121.300495,31.494532,1025.0,10.0,上海市
1370,121.300861,31.496749,1026.0,10.0,上海市
1371,121.300261,31.498373,1027.0,10.0,上海市
1372,121.300983,31.498531,1028.0,10.0,上海市
1373,121.301426,31.497924,1029.0,10.0,上海市
1374,121.302496,31.498446,1030.0,10.0,上海市
1375,121.302061,31.49891,1031.0,10.0,上海市
1376,121.300956,31.498967,1032.0,10.0,上海市
1377,121.299931,31.499758,1033.0,10.0,上海市
1378,121.300939,31.500636,1034.0,10.0,上海市
1379,121.301765,31.499606,1035.0,10.0,上海市
1380,121.302131,31.499192,1036.0,10.0,上海市
1381,121.302444,31.499555,1037.0,10.0,上海市
1382,121.301461,31.501293,1038.0,10.0,上海市
1383,121.302035,31.501734,1039.0,10.0,上海市
1384,121.302105,31.502394,1040.0,10.0,上海市
1385,121.302592,31.502601,1041.0,10.0,上海市
1386,121.302836,31.502221,1042.0,10.0,上海市
1387,121.303253,31.502326,1043.0,10.0,上海市
1388,121.303566,31.501944,1044.0,10.0,上海市
1389,121.304123,31.502015,1045.0,10.0,上海市
1390,121.30454,31.5025,1046.0,10.0,上海市
1391,121.304644,31.502813,1047.0,10.0,上海市
1392,121.30521,31.502811,1048.0,10.0,上海市
1393,121.305871,31.503439,1049.0,10.0,上海市
1394,121.305244,31.504113,1050.0,10.0,上海市
1395,121.305297,31.504554,1051.0,10.0,上海市
1396,121.305114,31.505023,1052.0,10.0,上海市
1397,121.305532,31.505336,1053.0,10.0,上海市
1398,121.306315,31.505389,1054.0,10.0,上海市
1399,121.306706,31.505182,1055.0,10.0,上海市
1400,121.307584,31.505313,1056.0,10.0,上海市
1401,121.308132,31.504663,1057.0,10.0,上海市
1402,121.308733,31.504742,1058.0,10.0,上海市
1403,121.308472,31.505263,1059.0,10.0,上海市
1404,121.310351,31.505915,1060.0,10.0,上海市
1405,121.310968,31.505006,1061.0,10.0,上海市
1406,121.311751,31.504904,1062.0,10.0,上海市
1407,121.312038,31.504099,1063.0,10.0,上海市
1408,121.311699,31.50402,1064.0,10.0,上海市
1409,121.311933,31.502903,1065.0,10.0,上海市
1410,121.312429,31.502825,1066.0,10.0,上海市
1411,121.312873,31.502618,1067.0,10.0,上海市
1412,121.313004,31.502204,1068.0,10.0,上海市
1413,121.313839,31.502205,1069.0,10.0,上海市
1414,121.313839,31.501814,1070.0,10.0,上海市
1415,121.313264,31.501527,1071.0,10.0,上海市
1416,121.313421,31.500748,1072.0,10.0,上海市
1417,121.315344,31.501272,1073.0,10.0,上海市
1418,121.315839,31.501896,1074.0,10.0,上海市
1419,121.316683,31.503489,1075.0,10.0,上海市
1420,121.316622,31.503994,1076.0,10.0,上海市
1421,121.316544,31.504964,1077.0,10.0,上海市
1422,121.316649,31.50577,1078.0,10.0,上海市
1423,121.320163,31.50588,1079.0,10.0,上海市
1424,121.320033,31.505205,1080.0,10.0,上海市
1425,121.320451,31.504945,1081.0,10.0,上海市
1426,121.320616,31.504681,1082.0,10.0,上海市
1427,121.320633,31.504192,1083.0,10.0,上海市
1428,121.321729,31.504247,1084.0,10.0,上海市
1429,121.321886,31.503404,1085.0,10.0,上海市
1430,121.320685,31.503205,1086.0,10.0,上海市
1431,121.320033,31.502996,1087.0,10.0,上海市
1432,121.320007,31.502294,1088.0,10.0,上海市
1433,121.320006,31.501643,1089.0,10.0,上海市
1434,121.319798,31.50089,1090.0,10.0,上海市
1435,121.319902,31.49972,1091.0,10.0,上海市
1436,121.320502,31.499617,1092.0,10.0,上海市
1437,121.320528,31.499306,1093.0,10.0,上海市
1438,121.321651,31.499361,1094.0,10.0,上海市
1439,121.321729,31.499827,1095.0,10.0,上海市
1440,121.322503,31.499849,1096.0,10.0,上海市
1441,121.322512,31.499363,1097.0,10.0,上海市
1442,121.323704,31.499649,1098.0,10.0,上海市
1443,121.323652,31.500498,1099.0,10.0,上海市
1444,121.323312,31.500888,1100.0,10.0,上海市
1445,121.32313,31.502292,1101.0,10.0,上海市
1446,121.323521,31.502707,1102.0,10.0,上海市
1447,121.324487,31.502865,1103.0,10.0,上海市
1448,121.324513,31.504174,1104.0,10.0,上海市
1449,121.325427,31.50428,1105.0,10.0,上海市
1450,121.325662,31.503258,1106.0,10.0,上海市
1451,121.327219,31.503571,1107.0,10.0,上海市
1452,121.327211,31.504244,1108.0,10.0,上海市
1453,121.328533,31.504574,1109.0,10.0,上海市
1454,121.328655,31.504121,1110.0,10.0,上海市
1455,121.329516,31.504253,1111.0,10.0,上海市
1456,121.335833,31.508295,1112.0,10.0,上海市
1457,121.343498,31.512056,1113.0,10.0,上海市
1458,121.350562,31.510256,1114.0,10.0,上海市
1459,121.357755,31.508255,1115.0,10.0,上海市
1460,121.36226,31.506786,1116.0,10.0,上海市
1461,121.368341,31.504359,1117.0,10.0,上海市
1462,121.376295,31.50111,1118.0,10.0,上海市
1463,121.40543,31.487219,1119.0,10.0,上海市
1464,121.406286,31.485382,1120.0,10.0,上海市
1465,121.405246,31.483239,1121.0,10.0,上海市
1466,121.403972,31.481489,1122.0,10.0,上海市
1467,121.404334,31.479212,1123.0,10.0,上海市
1468,121.406574,31.478072,1124.0,10.0,上海市
1469,121.409699,31.476325,1125.0,10.0,上海市
1470,121.415332,31.472791,1126.0,10.0,上海市
1471,121.415346,31.472778,1127.0,10.0,上海市
1472,121.415371,31.472766,1128.0,10.0,上海市
1473,121.418688,31.470685,1129.0,10.0,上海市
1474,121.434269,31.458491,1130.0,10.0,上海市
1475,121.446027,31.45072,1131.0,10.0,上海市
1476,121.4637,31.438283,1132.0,10.0,上海市
1477,121.481342,31.427296,1133.0,10.0,上海市
1478,121.492797,31.418823,1134.0,10.0,上海市
1479,121.494267,31.417846,1135.0,10.0,上海市
1480,121.496273,31.41586,1136.0,10.0,上海市
1481,121.503962,31.408654,1137.0,10.0,上海市
1482,121.505997,31.40702,1138.0,10.0,上海市
1483,121.506998,31.408269,1139.0,10.0,上海市
1484,121.507175,31.408896,1140.0,10.0,上海市
1485,121.507226,31.409722,1141.0,10.0,上海市
1486,121.501319,31.411986,1142.0,10.0,上海市
1487,121.501241,31.412824,1143.0,10.0,上海市
1488,121.502367,31.413399,1144.0,10.0,上海市
1489,121.510797,31.40997,1145.0,10.0,上海市
1490,121.517238,31.406304,1146.0,10.0,上海市
1491,121.516584,31.405283,1147.0,10.0,上海市
1492,121.509428,31.408292,1148.0,10.0,上海市
1493,121.508786,31.407907,1149.0,10.0,上海市
1494,121.508257,31.407394,1150.0,10.0,上海市
1495,121.507354,31.405931,1151.0,10.0,上海市
1496,121.521232,31.394788,1152.0,10.0,上海市
1497,121.538014,31.388495,1153.0,10.0,上海市
1498,121.559815,31.383606,1154.0,10.0,上海市
1499,121.583861,31.378505,1155.0,10.0,上海市
1500,121.593713,31.376417,1156.0,10.0,上海市
1501,121.598945,31.374606,1157.0,10.0,上海市
1502,121.603041,31.372658,1158.0,10.0,上海市
1503,121.606599,31.370442,1159.0,10.0,上海市
1504,121.610558,31.368196,1160.0,10.0,上海市
1505,121.689453,31.322463,1161.0,10.0,上海市
1506,121.698862,31.317176,1162.0,10.0,上海市
1507,121.712432,31.30941,1163.0,10.0,上海市
1508,121.722513,31.303514,1164.0,10.0,上海市
1509,121.729099,31.298287,1165.0,10.0,上海市
1510,121.743748,31.283202,1166.0,10.0,上海市
1511,121.809814,31.196909,1167.0,10.0,上海市
1512,121.853365,31.155347,1168.0,10.0,上海市
1513,121.86316,31.147402,1169.0,10.0,上海市
1514,121.884036,31.13064,1170.0,10.0,上海市
1515,121.889459,31.121706,1171.0,10.0,上海市
1516,121.946794,31.065888,1172.0,10.0,上海市
1517,121.962675,31.047288,1173.0,10.0,上海市
1518,121.977555,31.016103,1174.0,10.0,上海市
1519,121.990932,30.968427,1175.0,10.0,上海市
1520,121.996232,30.935457,1176.0,10.0,上海市
1521,121.998493,30.899961,1177.0,10.0,上海市
1522,121.996985,30.874903,1178.0,10.0,上海市
1523,121.993954,30.863059,1179.0,10.0,上海市
1524,121.985368,30.850696,1180.0,10.0,上海市
1525,121.970734,30.839074,1181.0,10.0,上海市
1526,121.954715,30.825817,1182.0,10.0,上海市
1527,121.954332,30.821411,1183.0,10.0,上海市
1528,121.955471,30.817133,1184.0,10.0,上海市
1529,121.969709,30.789198,1185.0,10.0,上海市
1530,121.943682,30.777097,1186.0,10.0,上海市
1531,121.924604,30.806606,1187.0,10.0,上海市
1532,121.915287,30.812894,1188.0,10.0,上海市
1533,121.904464,30.814152,1189.0,10.0,上海市
1534,121.793767,30.816863,1190.0,10.0,上海市
1535,121.779138,30.817218,1191.0,10.0,上海市
1536,121.727069,30.817719,1192.0,10.0,上海市
1537,121.681192,30.818403,1193.0,10.0,上海市
1538,121.648424,30.816202,1194.0,10.0,上海市
1539,121.601328,30.805082,1195.0,10.0,上海市
1540,121.55283,30.7894,1196.0,10.0,上海市
1541,121.517203,30.775392,1197.0,10.0,上海市
1542,121.482853,30.758373,1198.0,10.0,上海市
1543,121.478769,30.756343,1199.0,10.0,上海市
1544,121.426361,30.730284,1200.0,10.0,上海市
1545,121.406995,30.718082,1201.0,10.0,上海市
1546,121.361894,30.679523,1202.0,10.0,上海市
1547,121.354336,30.676992,1203.0,10.0,上海市
1548,121.346646,30.675593,1204.0,10.0,上海市
1549,121.326714,30.675933,1205.0,10.0,上海市
1550,121.291036,30.67833,1206.0,10.0,上海市
1551,121.274652,30.677396,1207.0,10.0,上海市
1552,121.272915,30.688299,1208.0,10.0,上海市
1553,121.272411,30.693271,1209.0,10.0,上海市
1554,121.271603,30.696891,1210.0,10.0,上海市
1555,121.271435,30.697181,1211.0,10.0,上海市
1556,121.271295,30.697378,1212.0,10.0,上海市
1557,121.270421,30.698071,1213.0,10.0,上海市
1558,121.27037,30.69851,1214.0,10.0,上海市
1559,121.270831,30.699164,1215.0,10.0,上海市
1560,121.270909,30.699781,1216.0,10.0,上海市
1561,121.270448,30.700514,1217.0,10.0,上海市
1562,121.271028,30.701023,1218.0,10.0,上海市
1563,121.270666,30.701567,1219.0,10.0,上海市
1564,121.268654,30.702134,1220.0,10.0,上海市
1565,121.268407,30.70298,1221.0,10.0,上海市
1566,121.268442,30.704057,1222.0,10.0,上海市
1567,121.26779,30.704673,1223.0,10.0,上海市
1568,121.26779,30.705099,1224.0,10.0,上海市
1569,121.268025,30.706099,1225.0,10.0,上海市
1570,121.267478,30.706486,1226.0,10.0,上海市
1571,121.267209,30.706214,1227.0,10.0,上海市
1572,121.26667,30.706292,1228.0,10.0,上海市
1573,121.266557,30.707332,1229.0,10.0,上海市
1574,121.266288,30.708335,1230.0,10.0,上海市
1575,121.265862,30.70949,1231.0,10.0,上海市
1576,121.266983,30.711225,1232.0,10.0,上海市
1577,121.267416,30.711694,1233.0,10.0,上海市
1578,121.268443,30.712151,1234.0,10.0,上海市
1579,121.267061,30.71504,1235.0,10.0,上海市
1580,121.268599,30.715888,1236.0,10.0,上海市
