,0,1,2,3
0,120.856804,31.872716,120.869304,31.860216
1,120.856804,31.860216,120.869304,31.847716
2,120.856804,31.847716,120.869304,31.835216
3,120.856804,31.835216,120.869304,31.822716
4,120.856804,31.822716,120.869304,31.810216
5,120.856804,31.810216,120.869304,31.797716
6,120.856804,31.797716,120.869304,31.785216
7,120.856804,31.785216,120.869304,31.772716
8,120.856804,31.772716,120.869304,31.760216
9,120.856804,31.760216,120.869304,31.747716
10,120.856804,31.747716,120.869304,31.735216
11,120.856804,31.735216,120.869304,31.722716
12,120.856804,31.722716,120.869304,31.710216
13,120.856804,31.710216,120.869304,31.697716
14,120.856804,31.697716,120.869304,31.685216
15,120.856804,31.685216,120.869304,31.672716
16,120.856804,31.672716,120.869304,31.660216
17,120.856804,31.660216,120.869304,31.647716
18,120.856804,31.647716,120.869304,31.635216
19,120.856804,31.635216,120.869304,31.622716
20,120.856804,31.622716,120.869304,31.610216
21,120.856804,31.610216,120.869304,31.597716
22,120.856804,31.597716,120.869304,31.585216
23,120.856804,31.585216,120.869304,31.572716
24,120.856804,31.572716,120.869304,31.560216
25,120.856804,31.560216,120.869304,31.547716
26,120.856804,31.547716,120.869304,31.535216
27,120.856804,31.535216,120.869304,31.522716
28,120.856804,31.522716,120.869304,31.510216
29,120.856804,31.510216,120.869304,31.497716
30,120.856804,31.497716,120.869304,31.485216
31,120.856804,31.485216,120.869304,31.472716
32,120.856804,31.472716,120.869304,31.460216
33,120.856804,31.460216,120.869304,31.447716
34,120.856804,31.447716,120.869304,31.435216
35,120.856804,31.435216,120.869304,31.422716
36,120.856804,31.422716,120.869304,31.410216
37,120.856804,31.410216,120.869304,31.397716
38,120.856804,31.397716,120.869304,31.385216
39,120.856804,31.385216,120.869304,31.372716
40,120.856804,31.372716,120.869304,31.360216
41,120.856804,31.360216,120.869304,31.347716
42,120.856804,31.347716,120.869304,31.335216
43,120.856804,31.335216,120.869304,31.322716
44,120.856804,31.322716,120.869304,31.310216
45,120.856804,31.310216,120.869304,31.297716
46,120.856804,31.297716,120.869304,31.285216
47,120.856804,31.285216,120.869304,31.272716
48,120.856804,31.272716,120.869304,31.260216
49,120.856804,31.260216,120.869304,31.247716
50,120.856804,31.247716,120.869304,31.235216
51,120.856804,31.235216,120.869304,31.222716
52,120.856804,31.222716,120.869304,31.210216
53,120.856804,31.210216,120.869304,31.197716
54,120.856804,31.197716,120.869304,31.185216
55,120.856804,31.185216,120.869304,31.172716
56,120.856804,31.172716,120.869304,31.160216
57,120.856804,31.160216,120.869304,31.147716
58,120.856804,31.147716,120.869304,31.135216
59,120.856804,31.135216,120.869304,31.122716
60,120.856804,31.122716,120.869304,31.110216
61,120.856804,31.110216,120.869304,31.097716
62,120.856804,31.097716,120.869304,31.085216
63,120.856804,31.085216,120.869304,31.072716
64,120.856804,31.072716,120.869304,31.060216
65,120.856804,31.060216,120.869304,31.047716
66,120.856804,31.047716,120.869304,31.035216
67,120.856804,31.035216,120.869304,31.022716
68,120.856804,31.022716,120.869304,31.010216
69,120.856804,31.010216,120.869304,30.997716
70,120.856804,30.997716,120.869304,30.985216
71,120.856804,30.985216,120.869304,30.972716
72,120.856804,30.972716,120.869304,30.960216
73,120.856804,30.960216,120.869304,30.947716
74,120.856804,30.947716,120.869304,30.935216
75,120.856804,30.935216,120.869304,30.922716
76,120.856804,30.922716,120.869304,30.910216
77,120.856804,30.910216,120.869304,30.897716
78,120.856804,30.897716,120.869304,30.885216
79,120.856804,30.885216,120.869304,30.872716
80,120.856804,30.872716,120.869304,30.860216
81,120.856804,30.860216,120.869304,30.847716
82,120.856804,30.847716,120.869304,30.835216
83,120.856804,30.835216,120.869304,30.822716
84,120.856804,30.822716,120.869304,30.810216
85,120.856804,30.810216,120.869304,30.797716
86,120.856804,30.797716,120.869304,30.785216
87,120.856804,30.785216,120.869304,30.772716
88,120.856804,30.772716,120.869304,30.760216
89,120.856804,30.760216,120.869304,30.747716
90,120.856804,30.747716,120.869304,30.735216
91,120.856804,30.735216,120.869304,30.722716
92,120.856804,30.722716,120.869304,30.710216
93,120.856804,30.710216,120.869304,30.697716
94,120.856804,30.697716,120.869304,30.685216
95,120.856804,30.685216,120.869304,30.675593
96,120.869304,31.872716,120.881804,31.860216
97,120.869304,31.860216,120.881804,31.847716
98,120.869304,31.847716,120.881804,31.835216
99,120.869304,31.835216,120.881804,31.822716
100,120.869304,31.822716,120.881804,31.810216
101,120.869304,31.810216,120.881804,31.797716
102,120.869304,31.797716,120.881804,31.785216
103,120.869304,31.785216,120.881804,31.772716
104,120.869304,31.772716,120.881804,31.760216
105,120.869304,31.760216,120.881804,31.747716
106,120.869304,31.747716,120.881804,31.735216
107,120.869304,31.735216,120.881804,31.722716
108,120.869304,31.722716,120.881804,31.710216
109,120.869304,31.710216,120.881804,31.697716
110,120.869304,31.697716,120.881804,31.685216
111,120.869304,31.685216,120.881804,31.672716
112,120.869304,31.672716,120.881804,31.660216
113,120.869304,31.660216,120.881804,31.647716
114,120.869304,31.647716,120.881804,31.635216
115,120.869304,31.635216,120.881804,31.622716
116,120.869304,31.622716,120.881804,31.610216
117,120.869304,31.610216,120.881804,31.597716
118,120.869304,31.597716,120.881804,31.585216
119,120.869304,31.585216,120.881804,31.572716
120,120.869304,31.572716,120.881804,31.560216
121,120.869304,31.560216,120.881804,31.547716
122,120.869304,31.547716,120.881804,31.535216
123,120.869304,31.535216,120.881804,31.522716
124,120.869304,31.522716,120.881804,31.510216
125,120.869304,31.510216,120.881804,31.497716
126,120.869304,31.497716,120.881804,31.485216
127,120.869304,31.485216,120.881804,31.472716
128,120.869304,31.472716,120.881804,31.460216
129,120.869304,31.460216,120.881804,31.447716
130,120.869304,31.447716,120.881804,31.435216
131,120.869304,31.435216,120.881804,31.422716
132,120.869304,31.422716,120.881804,31.410216
133,120.869304,31.410216,120.881804,31.397716
134,120.869304,31.397716,120.881804,31.385216
135,120.869304,31.385216,120.881804,31.372716
136,120.869304,31.372716,120.881804,31.360216
137,120.869304,31.360216,120.881804,31.347716
138,120.869304,31.347716,120.881804,31.335216
139,120.869304,31.335216,120.881804,31.322716
140,120.869304,31.322716,120.881804,31.310216
141,120.869304,31.310216,120.881804,31.297716
142,120.869304,31.297716,120.881804,31.285216
143,120.869304,31.285216,120.881804,31.272716
144,120.869304,31.272716,120.881804,31.260216
145,120.869304,31.260216,120.881804,31.247716
146,120.869304,31.247716,120.881804,31.235216
147,120.869304,31.235216,120.881804,31.222716
148,120.869304,31.222716,120.881804,31.210216
149,120.869304,31.210216,120.881804,31.197716
150,120.869304,31.197716,120.881804,31.185216
151,120.869304,31.185216,120.881804,31.172716
152,120.869304,31.172716,120.881804,31.160216
153,120.869304,31.160216,120.881804,31.147716
154,120.869304,31.147716,120.881804,31.135216
155,120.869304,31.135216,120.881804,31.122716
156,120.869304,31.122716,120.881804,31.110216
157,120.869304,31.110216,120.881804,31.097716
158,120.869304,31.097716,120.881804,31.085216
159,120.869304,31.085216,120.881804,31.072716
160,120.869304,31.072716,120.881804,31.060216
161,120.869304,31.060216,120.881804,31.047716
162,120.869304,31.047716,120.881804,31.035216
163,120.869304,31.035216,120.881804,31.022716
164,120.869304,31.022716,120.881804,31.010216
165,120.869304,31.010216,120.881804,30.997716
166,120.869304,30.997716,120.881804,30.985216
167,120.869304,30.985216,120.881804,30.972716
168,120.869304,30.972716,120.881804,30.960216
169,120.869304,30.960216,120.881804,30.947716
170,120.869304,30.947716,120.881804,30.935216
171,120.869304,30.935216,120.881804,30.922716
172,120.869304,30.922716,120.881804,30.910216
173,120.869304,30.910216,120.881804,30.897716
174,120.869304,30.897716,120.881804,30.885216
175,120.869304,30.885216,120.881804,30.872716
176,120.869304,30.872716,120.881804,30.860216
177,120.869304,30.860216,120.881804,30.847716
178,120.869304,30.847716,120.881804,30.835216
179,120.869304,30.835216,120.881804,30.822716
180,120.869304,30.822716,120.881804,30.810216
181,120.869304,30.810216,120.881804,30.797716
182,120.869304,30.797716,120.881804,30.785216
183,120.869304,30.785216,120.881804,30.772716
184,120.869304,30.772716,120.881804,30.760216
185,120.869304,30.760216,120.881804,30.747716
186,120.869304,30.747716,120.881804,30.735216
187,120.869304,30.735216,120.881804,30.722716
188,120.869304,30.722716,120.881804,30.710216
189,120.869304,30.710216,120.881804,30.697716
190,120.869304,30.697716,120.881804,30.685216
191,120.869304,30.685216,120.881804,30.675593
192,120.881804,31.872716,120.894304,31.860216
193,120.881804,31.860216,120.894304,31.847716
194,120.881804,31.847716,120.894304,31.835216
195,120.881804,31.835216,120.894304,31.822716
196,120.881804,31.822716,120.894304,31.810216
197,120.881804,31.810216,120.894304,31.797716
198,120.881804,31.797716,120.894304,31.785216
199,120.881804,31.785216,120.894304,31.772716
200,120.881804,31.772716,120.894304,31.760216
201,120.881804,31.760216,120.894304,31.747716
202,120.881804,31.747716,120.894304,31.735216
203,120.881804,31.735216,120.894304,31.722716
204,120.881804,31.722716,120.894304,31.710216
205,120.881804,31.710216,120.894304,31.697716
206,120.881804,31.697716,120.894304,31.685216
207,120.881804,31.685216,120.894304,31.672716
208,120.881804,31.672716,120.894304,31.660216
209,120.881804,31.660216,120.894304,31.647716
210,120.881804,31.647716,120.894304,31.635216
211,120.881804,31.635216,120.894304,31.622716
212,120.881804,31.622716,120.894304,31.610216
213,120.881804,31.610216,120.894304,31.597716
214,120.881804,31.597716,120.894304,31.585216
215,120.881804,31.585216,120.894304,31.572716
216,120.881804,31.572716,120.894304,31.560216
217,120.881804,31.560216,120.894304,31.547716
218,120.881804,31.547716,120.894304,31.535216
219,120.881804,31.535216,120.894304,31.522716
220,120.881804,31.522716,120.894304,31.510216
221,120.881804,31.510216,120.894304,31.497716
222,120.881804,31.497716,120.894304,31.485216
223,120.881804,31.485216,120.894304,31.472716
224,120.881804,31.472716,120.894304,31.460216
225,120.881804,31.460216,120.894304,31.447716
226,120.881804,31.447716,120.894304,31.435216
227,120.881804,31.435216,120.894304,31.422716
228,120.881804,31.422716,120.894304,31.410216
229,120.881804,31.410216,120.894304,31.397716
230,120.881804,31.397716,120.894304,31.385216
231,120.881804,31.385216,120.894304,31.372716
232,120.881804,31.372716,120.894304,31.360216
233,120.881804,31.360216,120.894304,31.347716
234,120.881804,31.347716,120.894304,31.335216
235,120.881804,31.335216,120.894304,31.322716
236,120.881804,31.322716,120.894304,31.310216
237,120.881804,31.310216,120.894304,31.297716
238,120.881804,31.297716,120.894304,31.285216
239,120.881804,31.285216,120.894304,31.272716
240,120.881804,31.272716,120.894304,31.260216
241,120.881804,31.260216,120.894304,31.247716
